qid,Label,VarName
qid_cohortbyear9q36c,"On a scale of 1-5, with 1 being ""unacceptable"" and 5 being ""acceptable"", how acceptable is it to kill animals for their fur?",EthicsAtt06
qid_cohortbyear9q36d,"On a scale of 1-5, with 1 being ""unacceptable"" and 5 being ""acceptable"", how acceptable is it to hunt animals for food?",EthicsAtt04
qid_cohortbyear9q36e,"On a scale of 1-5, with 1 being ""unacceptable"" and 5 being ""acceptable"", how acceptable is it to kill animals to stop the spread of disease?",EthicsAtt07
qid_cohortbyear9q12,Are you thinking about applying for university?,AspPostSch19
qid_cohortbyear9q37a,Do you have pets at home?,AnimPet01
qid_cohortbyear9q25,"On a scale of 1-5, with 1 being ""not at all interested"" and 5 being ""very interested"", how interested are you in the following topic? Local politics, such as your country/city/village.",EngPol05
qid_cohortbyear9q20a,"How confident are you when it comes to interviews (e.g. for college, university or jobs)?",WellConf02
qid_cohortbyear9q20e,"How confident are you when it comes to speaking to authority figures (e.g. head teacher, police, etc.)?",WellConf06
qid_cohortbyear9q30,"If you were to donate £10 to a charity, which ONE type of charity would you give it to?",PhilAct04
qid_cohortbyear9q20d,How confident are you when it comes to meeting new people?,WellConf03
qid_cohortbyear9q4,What is the name of your school?,schnamestr
qid_cohortbyear9q20f,"How confident are you when it comes to being in charge of something (e.g. class project, etc.)",WellConf01
qid_cohortbyear9q21,"From the options below, which ONE is the MOST important to you in your life at the moment?",WellValue19
qid_cohortbyear9q2,What is your birthdate?,dobfull
qid_cohortbyear9q3,What is your gender?,sex
qid_cohortbyear9q19,"If you have been on a work experience placement, did you find the experience useful?",AspAdvice17
qid_cohortbyear9q20b,"How confident are you when it comes to public speaking (e.g. presentations, etc.)?",WellConf05
qid_cohortbyear9q11,"If you are thinking about leaving full-time education, why might you leave at the end of Year 11?",AspPostSch18
qid_cohortbyear9q14,What subject(s) might you study while at university?,AspPostSch22
qid_cohortbyear9q31d,"Have you watched a TV programme that raised money for a charity in the past year, month or week?",PhilAct07
qid_cohortbyear9q13,"If yes, to which universities might you apply?",AspPostSch21
qid_cohortcyear8q6a,Please choose the best response from the options below: I have better relationships with my friends than my family.,FrndAtt01
qid_cohortcyear8q6b,Please choose the best response from the options below: I have at least one good friend that I can really trust.,FrndAtt03
qid_cohortcyear8q6c,"Please choose the best response from the options below: Overall, my family approves of my friends.",FrndAtt02
qid_cohortcyear8q6d,Please choose the best response from the options below: My family knows about what my friends and I do when we're together.,FrndActAtt08
qid_cohortcyear8q7a,How safe do you feel walking in your neighbourhood during the day?,NeighbAtt04
qid_cohortcyear8q7b,How safe do you feel walking in your neighbourhood at night?,NeighbAtt05
qid_cohortcyear8q35,What kind of job do you want when you are an adult?,AspCareer03
qid_cohortcyear8q36,If someone gave you £1 million today what would you do with it?,Money15
qid_cohortcyear8q39,Please choose the option that best describes how well you speak Welsh.,NatLang09
qid_cohortcyear8q27b,"How often do you wake up at night to message a friend, or check messages, on the computer, a tablet or your phone?",RoutnSleep05
qid_cohortcyear8q22c,"How often do you do occasional work for pocket money, including chores at home, work in a family business or farm, etc.",Money04
qid_cohortcyear8q22i,"How often do you spend time with your friends chatting online (Facebook, Skype, etc.)?",FrndCom05
qid_cohortcyear8q22e,How often do spend time with your friends browsing the Internet?,FrndActFrq05
qid_cohortcyear8q22f,How often do you spend time with your friends playing video games?,FrndActFrq06
qid_cohortcyear8q27c,How often do you eat breakfast before school starts?,RoutnFood04
qid_cohortcyear8q30a,How do you feel about having friends of a different skin colour from you?,DiversAtt01
qid_cohortcyear8q22d,"How often do you spend time with your friends and just ""hanging out""?",FrndActFrq04
qid_cohortcyear8q30b,How do you feel about having friends from countries outside of the UK?,DiversAtt11
qid_cohortcyear8q9e,Please choose the best response from the options below: my school rewards pupils who receive good marks or make good progress.,SchStafAtt16
qid_cohortcyear8q13b,"Please choose the best response from the options below: When I was in primary school, I looked forward to coming to secondary school.",SchTranAtt08
qid_cohortcyear8q17b,How often do you play games on a computer or games console?,HobFrq01
qid_cohortcyear8q14h,Please state how much you think the following activity helps you learn: Working on projects that involve getting up out of your seat or going outside.,SchLearnAtt10
qid_cohortcyear8q27a,How often do you go to school feeling tired?,RoutnSleep07
qid_cohortcyear8q30c,How do you feel about having friends from Northern Ireland?,DiversAtt10
qid_cohortcyear8q9i,Please choose the best response from the options below: School helps increase my interest in the politics of Wales.,SchAtt21
qid_cohortcyear8q13a,Please choose the best response from the options below: Moving up from primary school to secondary school was stressful.,SchTranAtt19
qid_cohortcyear8q13c,"Please choose the best response from the options below: Overall, I like primary school better than secondary school.",SchTranAtt09
qid_cohortcyear8q13e,"Please choose the best response from the options below: Overall, I like secondary school better than primary school.",SchTranAtt10
qid_cohortcyear8q14g,Please state how much you think the following activity helps you learn: working on projects that involve a lot of class or group discussion.,SchLearnAtt09
qid_cohortcyear8q18c,"Do you take Creative Arts (Painting, poetry, creative writing, sculpting, etc.) classes outside of school?",Hob01
qid_cohortcyear8q9a,Please choose the best response from the options below: my school cares about how much I improve in my studies.,SchStafAtt11
qid_cohortcyear8q18a,"Do you take performing Arts (Singing, dancing, playing an instrument, etc.) classes outside of school?",Hob04
qid_cohortcyear8q18b,"Do you take Sports (Rugby, horseback riding, martial arts, gymnastics, etc.) classes outside of school.",Hob06
qid_cohortcyear8q9b,Please choose the best response from the options below: the school staff have high expectations of me.,SchStafAtt08
qid_cohortcyear8q9h,"Please choose the best response from the options below: school helps me develop my own sense of ""Welshness"".",SchAtt23
qid_cohortcyear8q17c,How often do you play sports or active games?,HobFrq02
qid_cohortcyear8q18e,"Do you take ICT/Design (Computer programming, Graphic design, etc.) classes outside of school?",Hob02
qid_cohortcyear8q27d,How often do you skip lunch at school?,RoutnFood05
qid_cohortcyear8q30d,How do you feel about having friends from Scotland?,DiversAtt09
qid_cohortcyear8q30f,How do you feel about having friends of a different gender than you?,DiversAtt05
qid_cohortcyear8q4c,"How often do you use the following to communicate with your friends? Sending messages on a computer, tablet or phone.",FrndActFrq09
qid_cohortcyear8q9g,Please choose the best response from the options below: school helps me appreciate living in Wales.,SchAtt22
qid_cohortcyear8q14f,Please state how much you think the following activity helps you learn: working on projects without detailed instructions.,SchLearnAtt12
qid_cohortcyear8q30e,How do you feel about having friends from England?,DiversAtt08
qid_cohortcyear8q14e,Please state how much you think the following activity helps you learn: working on projects with detailed instructions.,SchLearnAtt11
qid_cohortcyear8q17d,"How often do you draw, paint or make things?",HobFrq08
qid_cohortcyear8q19e,"Do you receive private tuition for the following school subject? Humanities (Geography, History, etc.)",PrvtuSubj06
qid_cohortcyear8q10m,How much do you like the following subjects at school? Religious Education.,SchSubjAtt13
qid_cohortcyear8q16a,Please state if you agree or disagree with the following statement: I think the work I do in school now will help me achieve my future goals.,SchAtt14
qid_cohortcyear8q33b,"When you are an adult, do you think you will live in the same neighbourhood as you do now?",AspLikely06
qid_cohortcyear8q9d,Please choose the best response from the options below: my views are listened to and taken seriously by the staff at my school.,SchStafAtt05
qid_cohortcyear8q16c,"Please state if you agree or disagree with the following statement: When I'm older, I will have good memories of attending this school.",SchAtt12
qid_cohortcyear8q19g,Do you receive private tuition for any school subject not listed?,PrvtuSubj07
qid_cohortcyear8q33g,"When you are an adult, do you think you will volunteer some of your time to help others?",AspLikely09
qid_cohortcyear8q14a,Please state how much you think the following activity helps you learn: taking notes while the teacher talks.,SchLearnAtt05
qid_cohortcyear8q18d,"Do you take Languages (Welsh, Foreign languages, etc.) classes outside of school.",Hob03
qid_cohortcyear8q22g,"How often do you spend time doing activities outside of the home with the following family members: Parents, brothers and/or sisters.",FamActFrq01
qid_cohortcyear8q16b,Please state if you agree or disagree with the following statement: The things I learn in school now help me in my day-to-day life.,SchLearnAtt13
qid_cohortcyear8q28c,How important do you think it is for Welsh to remain a living language?,CymAtt03
qid_cohortcyear8q22a,How often do you do volunteer work?,PhilAct01
qid_cohortcyear8q22b,How often do you do chores at home?,FamActFrq28
qid_cohortcyear8q33e,"When you are an adult, do you think you will have graduated from university?",AspLikely04
qid_cohortcyear8q10j,How much do you like the following subjects at school? Geography.,SchSubjAtt08
qid_cohortcyear8q19f,Do you receive private tuition for the following school subject? Foreign Languages.,PrvtuSubj05
qid_cohortcyear8q4a,How often do you use the following to communicate with your friends? Talking to them face to face.,FrndActFrq11
qid_cohortcyear8q10d,How much do you like the following subjects at school? English.,SchSubjAtt01
qid_cohortcyear8q10e,How much do you like the following subjects at school? Science.,SchSubjAtt03
qid_cohortcyear8q10i,How much do you like the following subjects at school? History.,SchSubjAtt09
qid_cohortcyear8q21,"How often do you discuss schoolwork with your friends through messaging (either on a computer, tablet or your phone)?",FrndCom04
qid_cohortcyear8q29e,How do you feel about the following part of your life? Your school overall.,WellSat05
qid_cohortcyear8q33i,"When you are an adult, do you think you will have a job that you will enjoy?",AspLikely03
qid_cohortcyear8q14c,Please state how much you think the following activity helps you learn: working with a partner.,SchLearnAtt07
qid_cohortcyear8q14d,Please state how much you think the following activity helps you learn: working individually.,SchLearnAtt06
qid_cohortcyear8q17a,How often do you read for fun?,HobFrq04
qid_cohortcyear8q29f,How do you feel about the following part of your life? Your life as a whole.,WellSat04
qid_cohortcyear8q10a,How much do you like the following subjects at school? Music.,SchSubjAtt11
qid_cohortcyear8q10f,How much do you like the following subjects at school? Maths.,SchSubjAtt02
qid_cohortcyear8q10g,How much do you like the following subjects at school? Welsh.,SchSubjAtt04
qid_cohortcyear8q29a,How do you feel about the following part of your life? Your school work.,WellSat06
qid_cohortcyear8q10k,How much do you like the following subjects at school? Foreign Languages.,SchSubjAtt07
qid_cohortcyear8q14b,Please state how much you think the following activity helps you learn: working in a group.,SchLearnAtt08
qid_cohortcyear8q29b,How do you feel about the following part of your life? the way you look.,WellSat01
qid_cohortcyear8q33d,"When you are an adult, do you think you will have a family of your own?",AspLikely02
qid_cohortcyear8q33f,"When you are an adult, do you think you will be financially ""well-off""?",AspLikely01
qid_cohortcyear8q4b,How often do you use the following to communicate with your friends? Talking to them on the phone.,FrndActFrq10
qid_cohortcyear8q10b,How much do you like the following subjects at school? Art.,SchSubjAtt05
qid_cohortcyear8q10c,How much do you like the following subjects at school? ICT.,SchSubjAtt10
qid_cohortcyear8q19a,Do you receive private tuition for the following school subject? English.,PrvtuSubj01
qid_cohortcyear8q19b,Do you receive private tuition for the following school subject? Science.,PrvtuSubj03
qid_cohortcyear8q28a,How important do you think it is for you to learn Welsh?,CymAtt01
qid_cohortcyear8q28b,How important do you think it is for you to speak Welsh?,CymAtt02
qid_cohortcyear9q24,What is the one thing you spend most of your money on?,Money13
qid_cohortcyear9q26a,How often do you do the following outside of school? Speak Welsh with family.,CymActFrq04
qid_cohortcyear9q26b,How often do you do the following outside of school? Speak Welsh with friends.,CymActFrq05
qid_cohortcyear9q26c,How often do you do the following outside of school? Read Welsh books or magazines?,CymActFrq01
qid_cohortcyear9q26d,How often do you do the following outside of school? Watch Welsh TV or listen to Welsh radio?,CymActFrq03
qid_cohortcyear9q26e,How often do you do the following outside of school? Visit Welsh websites.,CymActFrq02
qid_cohortcyear9q5,What is the best advice you have ever received?,AspAdvice15
qid_cohortcyear9q7,What is your greatest fear?,WellFeel30
qid_cohortcyear9q8b,"On a scale of 1 to 7 where ‘1’ means completely happy and ‘7’ means not at all happy, how do you feel about the following part of your life? The way you look.",WellSat01
qid_cohortcyear9q8c,"On a scale of 1 to 7 where ‘1’ means completely happy and ‘7’ means not at all happy, how do you feel about the following part of your life? Your family.",WellSat02
qid_cohortcyear9q8d,"On a scale of 1 to 7 where ‘1’ means completely happy and ‘7’ means not at all happy, how do you feel about the following part of your life? Your friends.",WellSat03
qid_cohortcyear9q8e,"On a scale of 1 to 7 where ‘1’ means completely happy and ‘7’ means not at all happy, how do you feel about the following part of your life? Your school overall.",WellSat05
qid_cohortcyear9q8f,"On a scale of 1 to 7 where ‘1’ means completely happy and ‘7’ means not at all happy, how do you feel about the following part of your life? Your life as a whole.",WellSat04
qid_cohortcyear9q11,Approximately how many hours per week do you spend doing homework?,SchAct01
qid_cohortcyear9q13a,How often do you miss a lesson during a school day?,BehaveSch03
qid_cohortcyear9q13b,How often do you miss more than one lesson during a school day?,BehaveSch04
qid_cohortcyear9q13c,How often do you miss all lessons during a school day?,BehaveSch05
qid_cohortcyear9q16,What is one piece of advice you would give a new teacher at your school?,SchStafAtt17
qid_cohortcyear9q17a,"Please state how much you agree or disagree with the following statement: if I have a personal problem at school, I know where to go for help.",SchStafAtt13
qid_cohortcyear9q17b,"Please state how much you agree or disagree with the following statement: if I have a personal problem at school, I can trust the school will help me.",SchStafAtt12
qid_cohortcyear9q19a,"If you saw someone being bullied at school, how likely is it you would you do the following? Step in to help them.",BullySch04
qid_cohortcyear9q19b,"If you saw someone being bullied at school, how likely is it you would you do the following? Join in and bully too.",BullySch05
qid_cohortcyear9q19c,"If you saw someone being bullied at school, how likely is it you would you do the following? Get help from a teacher.",BullySch06
qid_cohortcyear9q19d,"If you saw someone being bullied at school, how likely is it you would you do the following? Ignore them and move on.",BullySch07
qid_cohortcyear9q22d,How much do you agree or disagree with the following statement: in the past two weeks I felt so tired that I just sat around and did nothing.,WellFeelAtt08
qid_cohortcyear9q22i,How much do you agree or disagree with the following statement: in the past two weeks I found it hard to think properly or concentrate.,WellFeelAtt09
qid_cohortcyear9q25a,Please state how much you agree with the following statement: I am more confident speaking Welsh now than I was a year ago.,CymAtt11
qid_cohortcyear9q25b,Please state how much you agree with the following statement: I am more confident writing Welsh now than I was a year ago.,CymAtt12
qid_cohortcyear9q25c,Please state how much you agree with the following statement: I am more confident reading Welsh now than I was a year ago.,CymAtt10
qid_cohortcyear9q27a,"Please state how much you agree with the following statement: If I could live anywhere in the world, I would live in Wales.",CymAtt15
qid_cohortcyear9q27b,Please state how much you agree with the following statement: I feel Wales is my real home.,CymAtt13
qid_cohortcyear9q27c,"Please state how much you agree with the following statement: I live in Wales, but I don't particularly feel Welsh.",CymAtt14
qid_cohortcyear9q8a,"8. On a scale of 1 to 7 where ‘1’ means completely happy and ‘7’ means not at all happy, how do you feel about the following part of your life? Your school work.",WellSat06
qid_cohortcyear9q12a,Please state how much you agree or disagree with the following statement: my friends help/advise me with my homework.,SchAct05
qid_cohortcyear9q12b,Please state how much you agree or disagree with the following statement: my parents make sure I do my homework.,FamAct09
qid_cohortcyear9q12c,Please state how much you agree or disagree with the following statement: my teachers make sure I do my homework.,SchStafAtt03
qid_cohortcyear9q12d,Please state how much you agree or disagree with the following statement: doing homework helps me learn.,SchLearnAtt04
qid_cohortcyear9q17c,Please state how much you agree or disagree with the following statement: my school deals with pupil conflicts well.,SchStafAtt14
qid_cohortcyear9q17d,Please state how much you agree or disagree with the following statement: my school deals with bullying well.,BullySch08
qid_cohortcyear9q22a,How much do you agree or disagree with the following statement: in the past two weeks I felt miserable or unhappy.,WellFeelAtt07
qid_cohortcyear9q22b,How much do you agree or disagree with the following statement: in the past two weeks I have been having fun.,WellFeelAtt10
qid_cohortcyear9q22c,How much do you agree or disagree with the following statement: in the past two weeks I didn't enjoy anything at all.,WellFeelAtt03
qid_cohortcyear9q22e,How much do you agree or disagree with the following statement: in the past two weeks I was very restless.,WellFeelAtt11
qid_cohortcyear9q22f,How much do you agree or disagree with the following statement: in the past two weeks I felt I was no good anymore.,WellValue12
qid_cohortcyear9q22g,How much do you agree or disagree with the following statement: in the past two weeks I cried a lot.,WellFeelAtt02
qid_cohortcyear9q22h,How much do you agree or disagree with the following statement: in the past two weeks I felt happy.,WellFeelAtt06
qid_cohortcyear9q22j,How much do you agree or disagree with the following statement: in the past two weeks I hated myself.,WellValue13
qid_cohortcyear9q22k,How much do you agree or disagree with the following statement: in the past two weeks I e njoyed doing lots of things.,WellFeelAtt04
qid_cohortcyear9q22l,How much do you agree or disagree with the following statement: in the past two weeks I felt I was a bad person.,WellValue11
qid_cohortcyear9q22m,How much do you agree or disagree with the following statement: in the past two weeks I felt lonely.,WellFeelAtt01
qid_cohortcyear9q3,Pkease enter the name of your school in the space provided below.,schnamestr
qid_cohortcyear9q17e,Please state how much you agree or disagree with the following statement: my school deals with pupils' poor behaviour well.,SchStafAtt15
qid_cohortcyear9q15f,Please state how much you agree or disagree with the following statements: My school is a place where my teachers treat me with respect.,SchStafAtt04
qid_cohortcyear9q15a,Please state how much you agree or disagree with the following statements: My school is a place where my teachers are fair to me.,SchStafAtt01
qid_cohortcyear9q15b,Please state how much you agree or disagree with the following statements: My school is a place where I am lonely.,WellFeelAtt13
qid_cohortcyear9q15c,Please state how much you agree or disagree with the following statements: My school is a place where I am a successful pupil.,WellValue09
qid_cohortcyear9q15d,Please state how much you agree or disagree with the following statements: My school is a place where other pupils accept me as I am.,SchAtt17
qid_cohortcyear9q15e,Please state how much you agree or disagree with the following statements: My school is a place where I feel worried.,WellFeelAtt05
qid_cohortcyear9q15g,Please state how much you agree or disagree with the following statements: My school is a place where I feel like I belong.,WellValue10
qid_cohortcyear9q15h,Please state how much you agree or disagree with the following statements: My school is a place where my teachers know me well.,SchStafAtt02
qid_cohortcyear9q9a,"How much do you agree or disagree with the following statement about you? On the whole, I am satisfied with myself.",WellValue07
qid_cohortcyear9q9b,How much do you agree or disagree with the following statement about you? I feel that I have a number of good qualities.,WellValue05
qid_cohortcyear9q9c,How much do you agree or disagree with the following statement about you? I am able to do things as well as most other people.,WellValue02
qid_cohortcyear9q6b,What is your greatest thing you hope to achieve in your life?,AspAchv03
qid_cohortcyear9q9e,How much do you agree or disagree with the following statement about you? I feel good about myself.,WellValue04
qid_cohortcyear9q6a,What is your greatest thing you hope to achieve this year?,AspAchv02
qid_cohortcyear9q9d,How much do you agree or disagree with the following statement about you? I am a person of value.,WellValue08
qid_cohortcyear9q4a,"If your family had to describe you in just one word, what word do you think they would use?",WellValue16
qid_cohortcyear9q23b,About how much money per week do you get from the following source? Paid employment.,Money06
qid_cohortcyear9q23c,About how much money per week do you get from the following source? Chores at home.,Money07
qid_cohortcyear9q23a,About how much money per week do you get from the following source? Pocket money.,Money05
qid_cohortcyear9q14,"Truancy (sometimes called “dodging” or “skiving”) is defined as the following: 
a) Absent from school without an excuse by a parent/guardian 
b) Leaving school or a class without permission of the teacher or administrator.",BehaveSch06
qid_cohortcyear9q20d,How many days in a typical week do you bully others using the website?,Bully08
qid_cohortcyear9q21d,How many days in a typical week do you bully others using the app.,Bully12
qid_cohortcyear9q20c,How many days in a typical week are you bullied using the website?,Bully07
qid_cohortcyear9q21c,How many days in a typical week are you bullied using the app?,Bully11
qid_cohortcyear10q13a,Please choose the best response from the options below: My school cares about how much I improve in my studies,SchStafAtt11
qid_cohortcyear10q13b,Please choose the best response from the options below:The school staff have high expectations of me,SchStafAtt08
qid_cohortcyear10q13c,Please choose the best response from the options below: The teaching staff set goals I can easily achieve,SchStafAtt10
qid_cohortcyear10q13d,Please choose the best response from the options below: My views are listened to and taken seriously by school staff,SchStafAtt05
qid_cohortcyear10q13e,Please choose the best response from the options below: My school rewards pupils who receive good marks or make good progress,SchStafAtt16
qid_cohortcyear10q13f,Please choose the best response from the options below: My teachers know me well,SchStafAtt02
qid_cohortcyear10q15a,"Please state how much you agree or disagree with the following statements: If I have a personal problem at school, I know where to go for help",SchStafAtt13
qid_cohortcyear10q15b,"Please state how much you agree or disagree with the following statements: If I have a personal problem at school, I can trust the school will help me",SchStafAtt12
qid_cohortcyear10q15c,Please state how much you agree or disagree with the following statements: My school deals with pupil conflicts well,SchStafAtt14
qid_cohortcyear10q15d,Please state how much you agree or disagree with the following statements: My school deals with bullying well,BullySch08
qid_cohortcyear10q16a,"Please choose the best response from the options below: Overall, I feel I make a good effort in class",SchAtt16
qid_cohortcyear10q16b,Please choose the best response from the options below: The school staff make school fun,SchStafAtt09
qid_cohortcyear10q16c,"Please choose the best response from the options below: Overall, I like the school staff",SchStafAtt06
qid_cohortcyear10q16d,Please choose the best response from the options below: School helps me appreciate living in Wales,SchAtt22
qid_cohortcyear10q16e,Please choose the best response from the options below: School helps me appreciate living in Wales,0
qid_cohortcyear10q16f,Please choose the best response from the options below: School helps me develop my own sense of Welshness,SchAtt23
qid_cohortcyear10q24a,How important do you think it is for you to learn Welsh?,CymAtt01
qid_cohortcyear10q24b,How important do you think it is for you to speak Welsh?,CymAtt02
qid_cohortcyear10q24c,How important do you think it is for Welsh to remain a living language?,CymAtt03
qid_cohortcyear10q26,What is the best thing about living in Wales?,CymAtt17
qid_cohortcyear10q27,What is the worst thing about living in Wales?,CymAtt18
qid_cohortcyear10q28,Do you think the voting age in Wales should be lowered to 16?,EngPol02
qid_cohortcyear10q29,"If an election was held today, and you could vote, what party would you vote for?",EngPol03
qid_cohortcyear10q33a,"When you are an adult, do you think you will live in Wales?",AspLikely07
qid_cohortcyear10q33b,"When you are an adult, do you think you will live in the same neighbourhood as you do now?",AspLikely06
qid_cohortcyear10q33c,"When you are an adult, do you think you will live abroad (i.e. in another country)?",AspLikely05
qid_cohortcyear10q33d,"When you are an adult, do you think you will have a family of your own?",AspLikely02
qid_cohortcyear10q33e,"When you are an adult, do you think you will have graduated from university?",AspLikely04
qid_cohortcyear10q33g,"When you are an adult, do you think you will volunteer some of your time to help others?",AspLikely09
qid_cohortcyear10q33h,"When you are an adult, do you think you will speak Welsh?",AspLikely08
qid_cohortcyear10q33i,"When you are an adult, do you think you will have a job that you will enjoy?",AspLikely03
qid_cohortcyear10q3,Please enter the name of your school in the space provided below,schnamestr
qid_cohortcyear10q15e,Please state how much you agree or disagree with the following statements: My school deals with pupils’ poor behaviour well,SchStafAtt15
qid_cohortcyear10q21a,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt miserable or unhappy""",WellFeelAtt07
qid_cohortcyear10q21b,"How much do you agree or disagree with the following statements. ""In the past two weeks I have been having fun""",WellFeelAtt10
qid_cohortcyear10q21c,"How much do you agree or disagree with the following statements. ""In the past two weeks I didn't enjoy anything at all""",WellFeelAtt03
qid_cohortcyear10q21d,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt so tired that I just sat around and did nothing""",WellFeelAtt08
qid_cohortcyear10q21e,"How much do you agree or disagree with the following statements. ""In the past two weeks I was very restless""",WellFeelAtt11
qid_cohortcyear10q21f,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt I was no good anymore""",WellValue12
qid_cohortcyear10q21g,"How much do you agree or disagree with the following statements. ""In the past two weeks I cried a lot""",WellFeelAtt02
qid_cohortcyear10q21h,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt happy""",WellFeelAtt06
qid_cohortcyear10q21i,"How much do you agree or disagree with the following statements. ""In the past two weeks I found it hard to think properly or concentrate""",WellFeelAtt09
qid_cohortcyear10q21j,"How much do you agree or disagree with the following statements. ""In the past two weeks I hated myself""",WellValue13
qid_cohortcyear10q21l,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt I was a bad person""",WellValue11
qid_cohortcyear10q21m,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt lonely""",WellFeelAtt01
qid_cohortcyear10q14a,"Please state how much you agree or disagree with the following statements. “My school is a place where my teachers are fair to me""?",SchStafAtt01
qid_cohortcyear10q14b,"Please state how much you agree or disagree with the following statements. “My school is a place where I am lonely""",WellFeelAtt13
qid_cohortcyear10q14c,"Please state how much you agree or disagree with the following statements. “My school is a place where I am a successful pupil""",WellValue09
qid_cohortcyear10q14d,"Please state how much you agree or disagree with the following statements. “My school is a place where other pupils accept me as I am""",SchAtt17
qid_cohortcyear10q14e,"Please state how much you agree or disagree with the following statements. “My school is a place where I feel worried""",WellFeelAtt05
qid_cohortcyear10q14f,"Please state how much you agree or disagree with the following statements. “My school is a place where my teachers treat me with respect""",SchStafAtt04
qid_cohortcyear10q14g,"Please state how much you agree or disagree with the following statements. “My school is a place where I feel like I belong""",WellValue10
qid_cohortcyear10q30,Do you think you are well-informed of what is going on in the world?,EngSoc01
qid_cohortcyear10q32,What is one particular issue that you feel strongly about?,EngSoc06
qid_cohortcyear10q19b,How much do you agree or disagree with the following statements about you? I feel that I have a number of good qualities,WellValue05
qid_cohortcyear10q19c,How much do you agree or disagree with the following statements about you? I am able to do things as well as most other people,WellValue02
qid_cohortcyear10q22a,"Bullying is behaviour that is intended to hurt someone either physically or emotionally. This behaviour is often repeated and can take many forms including physical assault, teasing and threats. How often are you bullied at school?",BullySch01
qid_cohortcyear10q7,What time did you get up to get ready for school today?,RoutnSleep01
qid_cohortcyear10q19a,"How much do you agree or disagree with the following statements about you? On the whole, I am satisfied with myself",WellValue07
qid_cohortcyear10q6,Do you get up for school at the same time every day?,RoutnSleep02
qid_cohortcyear10q6a,Do you get up for school at the same time every day?,
qid_cohortcyear10q19d,How much do you agree or disagree with the following statements about you? I am a person of value,WellValue08
qid_cohortcyear10q19e,How much do you agree or disagree with the following statements about you? I feel good about myself,WellValue04
qid_cohortcyear10q5,What time did you go to bed last night?,RoutnSleep03
qid_cohortcyear10q25d,"On a scale of 1 through 5, with 1 meaning ‘Very comfortable’ and 5 meaning ‘Very uncomfortable,’ how do you feel when you hear people in Wales, with an accent different than yours, speaking to each other in English",DiversAtt13
qid_cohortcyear10q12g,How often do you spend time at home doing activities with parents or siblings?,FamActFrq02
qid_cohortcyear10q25b,"On a scale of 1 through 5, with 1 meaning ‘Very comfortable’ and 5 meaning ‘Very uncomfortable,’ how do you feel when you hear people in Wales, with the same accent as you, speaking to each other in English",DiversAtt12
qid_cohortcyear10q25c,"On a scale of 1 through 5, with 1 meaning ‘Very comfortable’ and 5 meaning ‘Very uncomfortable,’ how do you feel when you hear people in Wales speaking to each other in a language other than English or Welsh",DiversAtt15
qid_cohortcyear10q25a,"On a scale of 1 through 5, with 1 meaning ‘Very comfortable’ and 5 meaning ‘Very uncomfortable,’ how do you feel when you hear people in Wales speaking to each other in Welsh",DiversAtt14
qid_cohortcyear10q6b,Do you go to bed at the same time every day?,RoutnSleep04
qid_cohortcyear10q10,How many hours per week do you spend doing homework?,SchAct01
qid_cohortcyear10q12f,How often do you spend time with friends browsing the Internet?,FrndActFrq05
qid_cohortcyear10q9,How long does it take you to get to school each day?,RoutnTrav01
qid_cohortcyear10q12h,"How often do you spend time doing activities outside of the home with grandparents, aunts/uncles and/or cousins?",FamActFrq03
qid_cohortcyear10q20a,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about your school work?",WellSat06
qid_cohortcyear10q20b,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about the way you look?",WellSat01
qid_cohortcyear10q20e,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about your school overall?",WellSat05
qid_cohortcyear10q20f,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about your life as a whole?",WellSat04
qid_cohortcyear10q4,Have you completed one of our surveys before?,doneprev
qid_cohortcyear10q20c,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about your family?",WellSat02
qid_cohortcyear10q20d,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about your friends?",WellSat03
qid_cohortcyear10q12e,How often do you spend time with friends just ‘hanging out’?,FrndActFrq04
qid_cohortcyear10q11b,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is going to school for keeping in touch with your friends?",FrndActAtt02
qid_cohortcyear10q12c,How often do you do volunteer work?,PhilAct01
qid_cohortcyear10q12b,How often do you play video games?,HobFrq01
qid_cohortcyear10q12d,How often do you do chores at home?,FamActFrq28
