qid,literal_question_text,themes
qid_cohortdyear11q20a,About how much money per week do you get from the following source? Pocket money.,Out of school activities and routines
qid_cohortdyear11q20b,About how much money per week do you get from the following source? Paid employment.,Out of school activities and routines
qid_cohortdyear11q20c,About how much money per week do you get from the following source? Chores at home.,Out of school activities and routines
qid_cohortdyear11q21,What is the one thing you spend most of your money on?,Out of school activities and routines
qid_cohortdyear11q22a,Do you go to bed at the same time every school night?,Out of school activities and routines
qid_cohortdyear11q22b,Do you get up for school at the same time every school day?,Out of school activities and routines
qid_cohortdyear11q23,About what time did you go to bed last night?,Out of school activities and routines
qid_cohortdyear11q24,About what time did you get up to get ready for school this morning?,Out of school activities and routines
qid_cohortdyear11q25a,"On a scale of 1 – 7, where “1” means completely happy and “7” means not at all happy, how do you feel about the following part of your life? Your school work.",Wellbeing
qid_cohortdyear11q25b,"On a scale of 1 – 7, where “1” means completely happy and “7” means not at all happy, how do you feel about the following part of your life? The way you look.",Wellbeing
qid_cohortdyear11q25c,"On a scale of 1 – 7, where “1” means completely happy and “7” means not at all happy, how do you feel about the following part of your life? Your family.",Wellbeing
qid_cohortdyear11q25d,"On a scale of 1 – 7, where “1” means completely happy and “7” means not at all happy, how do you feel about the following part of your life? Your friends.",Wellbeing
qid_cohortdyear11q25e,"On a scale of 1 – 7, where “1” means completely happy and “7” means not at all happy, how do you feel about the following part of your life? Your school overall.",Wellbeing
qid_cohortdyear11q25f,"On a scale of 1 – 7, where “1” means completely happy and “7” means not at all happy, how do you feel about the following part of your life? Your life as whole",Wellbeing
qid_cohortdyear11q26a,How often are you bullied at school?,"Wellbeing, School and learning "
qid_cohortdyear11q26b,How often do you bully others at school?,"Wellbeing, School and learning "
qid_cohortdyear11q26c,How often are you bullied outside school?,Wellbeing
qid_cohortdyear11q26d,How often do you bully others outside school?,Wellbeing
qid_cohortdyear11q27a,What social networking website do you use the most?,Out of school activities and routines
qid_cohortdyear11q27b,How many days in a typical week do you use this website?,"Out of school activities and routines, Wellbeing "
qid_cohortdyear11q27c,How many days in a typical week are you bullied while using this website?,"Out of school activities and routines, Wellbeing "
qid_cohortdyear11q27d,How many days in a typical week do you bully others using this website?,"Out of school activities and routines, Wellbeing "
qid_cohortdyear11q27e,What social networking app do you use the most?,Out of school activities and routines
qid_cohortdyear11q27f,How many days in a typical week do you use this app?,Out of school activities and routines
qid_cohortdyear11q27g,How many days in a typical week are you bullied while using this app?,Wellbeing
qid_cohortdyear11q27h,How many days in a typical week do you bully others using this app?,Wellbeing
qid_cohortdyear11q28a,To what extent do you agree with the following statement: My school deals effectively with pupils conflicts.,School and learning
qid_cohortdyear11q28b,To what extent do you agree with the following statement: My school deals effectively with bullying.,School and learning
qid_cohortdyear11q28c,To what extent do you agree with the following statement: My school deals effectively with pupils’ poor behaviour.,School and learning
qid_cohortayear3q1,Circle your age below.,Background variables
qid_cohortayear3q2,When is your birthday?,Background variables
qid_cohortayear3q3,Are you a boy or a girl?,Background variables
qid_cohortayear3q4,Do you remember taking a survey like this last year?,Background variables
qid_cohortayear3q5,How much do you like school?,School and learning
qid_cohortayear3q6,How much do you like reading?,School and learning
qid_cohortayear3q7,How much do you like writing?,School and learning
qid_cohortayear3q8,How much do you like number work?,School and learning
qid_cohortayear3q9,How much do you like answering questions in class?,School and learning
qid_cohortayear3q10,How much do you like learning Welsh?,School and learning
qid_cohortayear3q11,How often do you speak Welsh in school?,School and learning
qid_cohortayear3q12,What do you like to learn the most in school?,School and learning
qid_cohortayear3q13,What do you like to learn the least in school?,School and learning
qid_cohortayear3q14,How much have you tried in school this week?,School and learning
qid_cohortayear3q15,How much do you like taking tests?,School and learning
qid_cohortayear3q16,Do you worry about tests?,School and learning
qid_cohortayear3q17,"Which do you like better, school this year or school last year?",School and learning
qid_cohortayear3q18,How often do your parents or carers read with you at home?,"Out of school activities and routines, Family, friends and relationships "
qid_cohortayear3q19,How often do you see your grandparents?,"Out of school activities and routines, Family, friends and relationships "
qid_cohortayear3q20,"If you do see your grandparents, what kinds of things do they do with you?","Out of school activities and routines, Family, friends and relationships "
qid_cohortayear3q21,Who is your favourite person in the world?,"Family, friends and relationships "
qid_cohortayear3q22,About what time did you go to bed last night?,Out of school activities and routines
qid_cohortayear3q23,About what time did you get up in the morning?,Out of school activities and routines
qid_cohortayear3q24,How did you get to school this morning?,Out of school activities and routines
qid_cohortayear3q25,What did you eat for dinner last night?,Out of school activities and routines
qid_cohortayear3q26,What did you eat for breakfast this morning?,Out of school activities and routines
qid_cohortayear3q27,How much do you like sports?,Out of school activities and routines
qid_cohortayear3q28,How often do you play sports or do exercise?,Out of school activities and routines
qid_cohortayear3q29,What is your favourite sport or game to play?,Out of school activities and routines
qid_cohortayear3q30,How much energy have you had this week?,Wellbeing
qid_cohortayear3q31,Have you felt lonely at all this week?,Wellbeing
qid_cohortayear3q32,How much do you like the way you look?,Wellbeing
qid_cohortayear3q33,Do you have a mobile phone?,Out of school activities and routines
qid_cohortayear3q34a,How often do you use the internet?,Out of school activities and routines
qid_cohortayear3q34b,How often do you play video games?,Out of school activities and routines
qid_cohortayear3q34c,"How often do you use a tablet (iPad, etc.)?",Out of school activities and routines
qid_cohortayear3q34d,How often do you read books?,Out of school activities and routines
qid_cohortayear3q35,Which video game is your favourite?,Out of school activities and routines
qid_cohortayear3q36,have you ever visited any of these places with your family?,Out of school activities and routines
qid_cohortayear3q37,Do you get pocket money?,Out of school activities and routines
qid_cohortayear3q38,How much pocket money do you get per week?,Out of school activities and routines
qid_cohortayear3q39,What did you do with your pocket money this week?,Out of school activities and routines
qid_cohortayear3q40,What do you want to be when you grow up?,Confidence and aspirations
qid_cohortbyear8q1,Please enter your First and Last name in the spaces provided below.,Background variables
qid_cohortbyear8q2,Please enter your date of birth in the spaces provided below.,Background variables
qid_cohortbyear8q3,Please enter the name of your school in the space provided below.,Background variables
qid_cohortbyear8q4,Have you completed one of our surveys before?,Background variables
qid_cohortbyear8q5a,Do you get up for school at the same time every day?,"Out of school activities and routines, Wellbeing"
qid_cohortbyear8q5b,Do you go to bed at the same time every day?,"Out of school activities and routines, Wellbeing"
qid_cohortbyear8q6,What time did you go to bed last night?,"Out of school activities and routines, Wellbeing"
qid_cohortbyear8q7,What time did you get up to get ready for school day?,"Out of school activities and routines, Wellbeing"
qid_cohortbyear8q8,How do you travel to school each day?,Out of school activities and routines
qid_cohortbyear8q9,How long does it take you to get to school each day?,Out of school activities and routines
qid_cohortbyear8q10,How many hours per week do you spend doing homework?,Out of school activities and routines
qid_cohortbyear8q11a,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is the following for keeping in touch with your friends? Social netowrking sites (like Facebook, Skype, Snapchat, etc.)","Out of school activities and routines, Family, friends and relationships "
qid_cohortbyear8q11b,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is the following for keeping in touch with your friends? Going to school.","Out of school activities and routines, Family, friends and relationships "
qid_cohortbyear8q11c,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is the following for keeping in touch with your friends? Doing activities (like going to the cinema, sporting events).","Out of school activities and routines, Family, friends and relationships "
qid_cohortbyear8q11d,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is the following for keeping in touch with your friends? Just 'hanging out' after school or on the weekends.","Out of school activities and routines, Family, friends and relationships "
qid_cohortbyear8q11e,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is the following for keeping in touch with your friends? Talking on the phone.","Out of school activities and routines, Family, friends and relationships "
qid_cohortbyear8q11f,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is the following for keeping in touch with your friends? Texting on your mobile phone.","Out of school activities and routines, Family, friends and relationships "
qid_cohortbyear8q11g,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is the following for keeping in touch with your friends? Playing video games online (like Xbox live or Playstation).","Out of school activities and routines, Family, friends and relationships "
qid_cohortbyear8q12a,How often do you do the following? Read for fun.,Out of school activities and routines
qid_cohortbyear8q12b,How often do you play video games?,Out of school activities and routines
qid_cohortbyear8q12c,How often do you do volunteer work?,Out of school activities and routines
qid_cohortbyear8q12d,How often do you do chores at home?,Out of school activities and routines
qid_cohortbyear8q12e,How often do you spend time with friends just 'hanging out'?,Out of school activities and routines
qid_cohortbyear8q12f,"How often do you spend time at home doing activities with parents, brothers or sisters?",Out of school activities and routines
qid_cohortbyear8q12g,"How often do you spend time doing activities outside of the home with grandparents, aunts/uncles and/or cousins.",Out of school activities and routines
qid_cohortbyear8q13a,How much do you like listening to music?,Out of school activities and routines
qid_cohortbyear8q13b,How much do you like playing a musical instrument?,Out of school activities and routines
qid_cohortbyear8q13c,"How much do you like watching TV, DVDs or videos?",Out of school activities and routines
qid_cohortbyear8q13d,"How much do you like drawing, painting or making things?",Out of school activities and routines
qid_cohortbyear8q13e,How much do you like playing video games?,Out of school activities and routines
qid_cohortbyear8q13f,How much do you like playing sports outside?,Out of school activities and routines
qid_cohortbyear8q14a,How much do you like the following subject at school? Art.,School and learning
qid_cohortbyear8q14b,How much do you like the following subject at school? Design and Technology?,School and learning
qid_cohortbyear8q14c,How much do you like the following subject at school? English.,School and learning
qid_cohortbyear8q14d,How much do you like the following subject at school? Foreign Languages.,School and learning
qid_cohortbyear8q14e,How much do you like the following subject at school? Geography.,School and learning
qid_cohortbyear8q14f,How much do you like the following subject at school? History.,School and learning
qid_cohortbyear8q14g,How much do you like the following subject at school? ICT.,School and learning
qid_cohortbyear8q14h,How much do you like the following subject at school? Maths.,School and learning
qid_cohortbyear8q14i,How much do you like the following subject at school? Music.,School and learning
qid_cohortbyear8q14j,How much do you like the following subject at school? P.E.,School and learning
qid_cohortbyear8q14k,How much do you like the following subject at school? Religious Education.,School and learning
qid_cohortbyear8q14l,How much do you like the following subject at school? Science.,School and learning
qid_cohortbyear8q14m,How much do you like the following subject at school? Welsh.,School and learning
qid_cohortbyear8q15,"Please fill in the circles next to the subjects that you receive private tuition in. If you don’t receive private tuition, please skip this question.","School and learning, Out of school activities and routines "
qid_cohortbyear8q16a,Please choose the best response from the options below: My school cares about how much I improve in my studies.,School and learning
qid_cohortbyear8q16b,Please choose the best response from the options below: The school staff have high expectations of me.,School and learning
qid_cohortbyear8q16c,Please choose the best response from the options below: The teaching staff set goals I can easily achieve.,School and learning
qid_cohortbyear8q16d,Please choose the best response from the options below: My views are listened to and taken seriously by school staff.,School and learning
qid_cohortbyear8q16e,Please choose the best response from the options below: My school rewards pupils who receive good marks or make good progress.,School and learning
qid_cohortbyear8q16f,Please choose the best response from the options below: My teachers know me well.,School and learning
qid_cohortbyear8q17a,"Please state how much you agree or disagree with the following statement. “My school is a place where my teachers are fair to me"".",School and learning
qid_cohortbyear8q17b,"Please state how much you agree or disagree with the following statements. “My school is a place where I am lonely"".","School and learning, Wellbeing"
qid_cohortbyear8q17c,"Please state how much you agree or disagree with the following statements. “My school is a place where I am a successful pupil.""",School and learning
qid_cohortbyear8q17d,"Please state how much you agree or disagree with the following statements. “My school is a place where other pupils accept me as I am.""",School and learning
qid_cohortbyear8q17e,"Please state how much you agree or disagree with the following statements. “My school is a place where I feel worried.""","School and learning, Wellbeing"
qid_cohortbyear8q17f,"Please state how much you agree or disagree with the following statements. “My school is a place where my teachers treat me with respect.""",School and learning
qid_cohortbyear8q17g,"Please state how much you agree or disagree with the following statements. “My school is a place where I feel like I belong.""","School and learning, Wellbeing"
qid_cohortbyear8q18a,"Please state how much you agree or disagree with the following statement: If I have a personal problem at school, I know where to go for help.","School and learning, Wellbeing"
qid_cohortbyear8q18b,"Please state how much you agree or disagree with the following statement: If I have a personal problem at school, I can trust the school will help me.","School and learning, Wellbeing"
qid_cohortbyear8q18c,Please state how much you agree or disagree with the following statement: my school deals with pupil conflicts well.,School and learning
qid_cohortbyear8q18d,Please state how much you agree or disagree with the following statement: my school deals with bullying well.,School and learning
qid_cohortbyear8q18e,Please state how much you agree or disagree with the following statement: my school deals with pupils' poor behaviour well.,School and learning
qid_cohortbyear8q19a,"Please choose the best response from the options below: overall, I feel I make a good effort in class.",School and learning
qid_cohortbyear8q19b,Please choose the best response from the options below: the school staff make school fun.,School and learning
qid_cohortbyear8q19c,"Please choose the best response from the options below: overall, I like the school staff?",School and learning
qid_cohortbyear8q19d,Please choose the best response from the options below: school helps me appreciate living in Wales.,School and learning
qid_cohortbyear8q19e,Please choose the best response from the options below: school helps me develop my own sense of Welshness.,School and learning
qid_cohortbyear8q20a,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about the following parts of your life? Your school work.","Wellbeing, School and learning "
qid_cohortbyear8q20b,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about the following parts of your life? The way you look.",Wellbeing
qid_cohortbyear8q20c,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about the following parts of your life? Your family.","Wellbeing, Family, friends and relationships "
qid_cohortbyear8q20d,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about the following parts of your life? Your friends.","Wellbeing, Family, friends and relationships "
qid_cohortbyear8q20e,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about the following parts of your life? Your school overall.","Wellbeing, School and learning "
qid_cohortbyear8q20f,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about the following parts of your life? Your life as a whole.",Wellbeing
qid_cohortbyear8q21a,"How much do you agree or disagree with the following statements about you? On the whole, I am satisfied with myself.",Wellbeing
qid_cohortbyear8q21b,How much do you agree or disagree with the following statements about you? I feel that I have a number of good qualities.,Wellbeing
qid_cohortbyear8q21c,How much do you agree or disagree with the following statements about you? I am able to do things as well as most other people.,Wellbeing
qid_cohortbyear8q21d,How much do you agree or disagree with the following statements about you? I am a person of value.,Wellbeing
qid_cohortbyear8q21e,How much do you agree or disagree with the following statements about you? I feel good about myself.,Wellbeing
qid_cohortbyear8q22a,"How much do you agree or disagree with the following statement. ""In the past two weeks I felt miserable or unhappy.""",Wellbeing
qid_cohortbyear8q22b,"How much do you agree or disagree with the following statements. ""In the past two weeks I have been having fun.""",Wellbeing
qid_cohortbyear8q22c,"How much do you agree or disagree with the following statements. ""In the past two weeks I didn't enjoy anything at all.""",Wellbeing
qid_cohortbyear8q22d,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt so tired that I just sat around and did nothing.""",Wellbeing
qid_cohortbyear8q22e,"How much do you agree or disagree with the following statements. ""In the past two weeks I was very restless.""",Wellbeing
qid_cohortbyear8q22f,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt I was no good anymore.""",Wellbeing
qid_cohortbyear8q22g,"How much do you agree or disagree with the following statements. ""In the past two weeks I cried a lot.""",Wellbeing
qid_cohortbyear8q22h,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt happy.""",Wellbeing
qid_cohortbyear8q22i,"How much do you agree or disagree with the following statements. ""In the past two weeks I found it hard to think properly or concentrate.""",Wellbeing
qid_cohortbyear8q22j,"How much do you agree or disagree with the following statements. ""In the past two weeks I hated myself.""",Wellbeing
qid_cohortbyear8q22k,"How much do you agree or disagree with the following statements. ""In the past two weeks I enjoyed doing lots of things.""",Wellbeing
qid_cohortbyear8q22l,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt I was a bad person.""",Wellbeing
qid_cohortbyear8q22m,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt lonely.""",Wellbeing
qid_cohortbyear8q23a,How often are you bullied at school?,"Wellbeing, School and learning "
qid_cohortbyear8q23b,How often do you bully other pupils at school?,"Wellbeing, School and learning "
qid_cohortbyear8q23c,How often are you bullied outside of school?,Wellbeing
qid_cohortbyear8q23d,How often do you bully others outside of school?,Wellbeing
qid_cohortbyear8q24a,How often do you do the following outside of school? Speak Welsh with family.,"Politics and Society, Out of school activities and routines "
qid_cohortbyear8q24b,How often do you do the following outside of school? Speak Welsh with friends.,"Politics and Society, Out of school activities and routines "
qid_cohortbyear8q24c,How often do you do the following outside of school? Read Welsh books or magazines?,"Politics and Society, Out of school activities and routines "
qid_cohortbyear8q24d,How often do you do the following outside of school? Welsh TV or listen to Welsh radio.,"Politics and Society, Out of school activities and routines "
qid_cohortbyear8q24e,How often do you do the following outside of school? Visit Welsh websites.,"Politics and Society, Out of school activities and routines "
qid_cohortbyear8q25a,How important do you think it is for you to learn Welsh?,"Politics and Society, Confidence and aspirations "
qid_cohortbyear8q25b,How important do you think it is for you to speak Welsh?,"Politics and Society, Confidence and aspirations "
qid_cohortbyear8q25c,How important do you think it is for Welsh to remain a living language?,Politics and Society
qid_cohortbyear8q26,What is the best thing about living in Wales?,Politics and Society
qid_cohortbyear8q27,What is the worst thing about living in Wales?,Politics and Society
qid_cohortbyear8q28,Do you think the voting age in Wales should be lowered to 16?,Politics and Society
qid_cohortbyear8q29,"If an election was held today, and you could vote, what party would you vote for?",Politics and Society
qid_cohortbyear8q30,Do you think you are well-informed of what is going on in the world?,Politics and Society
qid_cohortbyear8q31,Please choose the two most common sources for your information about current events/news.,Politics and Society
qid_cohortbyear8q32,What is one particular issue that you feel strongly about?,Politics and Society
qid_cohortbyear8q33a,"When you are an adult, do you think you will live in Wales?",Confidence and aspirations
qid_cohortbyear8q33b,"When you are an adult, do you think you will live in the same neighbourhood as you do now?",Confidence and aspirations
qid_cohortbyear8q33c,"When you are an adult, do you think you will live abroad (i.e. in another country)?",Confidence and aspirations
qid_cohortbyear8q33d,"When you are an adult, do you think you will have a family of your own?",Confidence and aspirations
qid_cohortbyear8q33e,"When you are an adult, do you think you will have graduated from university?",Confidence and aspirations
qid_cohortbyear8q33f,"When you are an adult, do you think you will be financially ""well-off""?",Confidence and aspirations
qid_cohortbyear8q33g,"When you are an adult, do you think you will volunteer some of your time to help others?",Confidence and aspirations
qid_cohortbyear8q33h,"When you are an adult, do you think you will speak Welsh?",Confidence and aspirations
qid_cohortbyear8q33i,"When you are an adult, do you think you will have a job that you will enjoy?",Confidence and aspirations
qid_cohortbyear8q34,Do you plan to stay in full-time education when you are 16?,Confidence and aspirations
qid_cohortbyear8q35,What job do you want as an adult?,Confidence and aspirations
qid_cohortbyear8q36,What do you see yourself doing in 10 years’ time?,Confidence and aspirations
qid_cohortcyear10q1,Please enter your First and Last name in the spaces provided below,Background variables
qid_cohortcyear10q2,Please enter your date of birth in the spaces provided below,Background variables
qid_cohortcyear10q3,Please enter the name of your school in the space provided below,Background variables
qid_cohortcyear10q4,Have you completed one of our surveys before?,Background variables
qid_cohortcyear10q5,What time did you go to bed last night?,"Out of school activities and routines, Wellbeing"
qid_cohortcyear10q6,Do you get up for school at the same time every day?,"Out of school activities and routines, Wellbeing"
qid_cohortcyear10q6a,Do you get up for school at the same time every day?,"Out of school activities and routines, Wellbeing"
qid_cohortcyear10q6b,Do you go to bed at the same time every day?,"Out of school activities and routines, Wellbeing"
qid_cohortcyear10q7,What time did you get up to get ready for school today?,Out of school activities and routines
qid_cohortcyear10q8,How do you typically travel to school each day?,Out of school activities and routines
qid_cohortcyear10q9,How long does it take you to get to school each day?,Out of school activities and routines
qid_cohortcyear10q10,How many hours per week do you spend doing homework?,Out of school activities and routines
qid_cohortcyear10q11f,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is texting on your mobile phone for keeping in touch with your friends?",Out of school activities and routines
qid_cohortcyear10q11g,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is playing video games online (like Xbox live or Playstation) for keeping in touch with your friends?",Out of school activities and routines
qid_cohortcyear10q11a,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important are social networking sites (like Facebook, Skype, Snapchat, etc) for keeping in touch with your friends?",Out of school activities and routines
qid_cohortcyear10q11b,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is going to school for keeping in touch with your friends?",Out of school activities and routines
qid_cohortcyear10q11c,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is doing activities (like going to the cinema, sporting events) for keeping in touch with your friends?",Out of school activities and routines
qid_cohortcyear10q11d,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is just ‘hanging out’ after school or on the weekends for keeping in touch with your friends?",Out of school activities and routines
qid_cohortcyear10q11e,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is talking on the phone for keeping in touch with your friends?",Out of school activities and routines
qid_cohortcyear10q12a,How often do you read for fun?,Out of school activities and routines
qid_cohortcyear10q12b,How often do you play video games?,Out of school activities and routines
qid_cohortcyear10q12c,How often do you do volunteer work?,Out of school activities and routines
qid_cohortcyear10q12d,How often do you do chores at home?,Out of school activities and routines
qid_cohortcyear10q12e,How often do you spend time with friends just ‘hanging out’?,"Out of school activities and routines, Family, friends and relationships "
qid_cohortcyear10q12f,How often do you spend time with friends browsing the Internet?,"Out of school activities and routines, Family, friends and relationships "
qid_cohortcyear10q12g,How often do you spend time at home doing activities with parents or siblings?,"Out of school activities and routines, Family, friends and relationships "
qid_cohortcyear10q12h,"How often do you spend time doing activities outside of the home with grandparents, aunts/uncles and/or cousins?","Out of school activities and routines, Family, friends and relationships "
qid_cohortcyear10q13a,Please choose the best response from the options below: My school cares about how much I improve in my studies,School and learning
qid_cohortcyear10q13b,Please choose the best response from the options below:The school staff have high expectations of me,School and learning
qid_cohortcyear10q13c,Please choose the best response from the options below: The teaching staff set goals I can easily achieve,School and learning
qid_cohortcyear10q13d,Please choose the best response from the options below: My views are listened to and taken seriously by school staff,School and learning
qid_cohortcyear10q13e,Please choose the best response from the options below: My school rewards pupils who receive good marks or make good progress,School and learning
qid_cohortcyear10q13f,Please choose the best response from the options below: My teachers know me well,School and learning
qid_cohortcyear10q14a,"Please state how much you agree or disagree with the following statements. “My school is a place where my teachers are fair to me""?",School and learning
qid_cohortcyear10q14b,"Please state how much you agree or disagree with the following statements. “My school is a place where I am lonely""","School and learning, Wellbeing"
qid_cohortcyear10q14c,"Please state how much you agree or disagree with the following statements. “My school is a place where I am a successful pupil""",School and learning
qid_cohortcyear10q14d,"Please state how much you agree or disagree with the following statements. “My school is a place where other pupils accept me as I am""",School and learning
qid_cohortcyear10q14e,"Please state how much you agree or disagree with the following statements. “My school is a place where I feel worried""","School and learning, Wellbeing"
qid_cohortcyear10q14f,"Please state how much you agree or disagree with the following statements. “My school is a place where my teachers treat me with respect""",School and learning
qid_cohortcyear10q14g,"Please state how much you agree or disagree with the following statements. “My school is a place where I feel like I belong""","School and learning, Wellbeing"
qid_cohortcyear10q14h,"Please state how much you agree or disagree with the following statements. “My school is a place where my teachers know me well""",School and learning
qid_cohortcyear10q15a,"Please state how much you agree or disagree with the following statements: If I have a personal problem at school, I know where to go for help",School and learning
qid_cohortcyear10q15b,"Please state how much you agree or disagree with the following statements: If I have a personal problem at school, I can trust the school will help me",School and learning
qid_cohortcyear10q15c,Please state how much you agree or disagree with the following statements: My school deals with pupil conflicts well,School and learning
qid_cohortcyear10q15d,Please state how much you agree or disagree with the following statements: My school deals with bullying well,School and learning
qid_cohortcyear10q15e,Please state how much you agree or disagree with the following statements: My school deals with pupils’ poor behaviour well,School and learning
qid_cohortcyear10q16a,"Please choose the best response from the options below: Overall, I feel I make a good effort in class",School and learning
qid_cohortcyear10q16b,Please choose the best response from the options below: The school staff make school fun,School and learning
qid_cohortcyear10q16c,"Please choose the best response from the options below: Overall, I like the school staff",School and learning
qid_cohortcyear10q16d,Please choose the best response from the options below: School helps me appreciate living in Wales,School and learning
qid_cohortcyear10q16e,Please choose the best response from the options below: School helps me appreciate living in Wales,School and learning
qid_cohortcyear10q16f,Please choose the best response from the options below: School helps me develop my own sense of Welshness,"School and learning, Politics and Society "
qid_cohortcyear10q16g,Please choose the best response from the options below: School helps increase my interest in the politics of Wales,"School and learning, Politics and Society "
qid_cohortcyear10q17a,Please fill in the circles next to the subjects that you receive private tuition in : English,"School and learning, Out of school activities and routines "
qid_cohortcyear10q17b,Please fill in the circles next to the subjects that you receive private tuition in : Foreign Languages,"School and learning, Out of school activities and routines "
qid_cohortcyear10q17c,"Please fill in the circles next to the subjects that you receive private tuition in : Humanities (Geography, History, etc.)","School and learning, Out of school activities and routines "
qid_cohortcyear10q17d,Please fill in the circles next to the subjects that you receive private tuition in : Maths,"School and learning, Out of school activities and routines "
qid_cohortcyear10q17e,Please fill in the circles next to the subjects that you receive private tuition in : Science,"School and learning, Out of school activities and routines "
qid_cohortcyear10q17f,Please fill in the circles next to the subjects that you receive private tuition in : Welsh,"School and learning, Out of school activities and routines "
qid_cohortcyear10q17g,Please fill in the circles next to the subjects that you receive private tuition in : Other,"School and learning, Out of school activities and routines "
qid_cohortcyear10q18a,How much do you like art at school?,School and learning
qid_cohortcyear10q18b,How much do you like Design and Technology at school?,School and learning
qid_cohortcyear10q18c,How much do you like English at school?,School and learning
qid_cohortcyear10q18d,How much do you like foreign languages at school?,School and learning
qid_cohortcyear10q18e,How much do you like geography at school?,School and learning
qid_cohortcyear10q18f,How much do you like history at school?,School and learning
qid_cohortcyear10q18g,How much do you like ICT at school?,School and learning
qid_cohortcyear10q18h,How much do you like Maths at school?,School and learning
qid_cohortcyear10q18i,How much do you like Music at school?,School and learning
qid_cohortcyear10q18j,How much do you like P.E. in school?,School and learning
qid_cohortcyear10q18k,How much do you like religious education at school?,School and learning
qid_cohortcyear10q18l,How much do you like Science in school?,School and learning
qid_cohortcyear10q18m,How much do you like Welsh in school?,School and learning
qid_cohortcyear10q19a,"How much do you agree or disagree with the following statements about you? On the whole, I am satisfied with myself",Wellbeing
qid_cohortcyear10q19b,How much do you agree or disagree with the following statements about you? I feel that I have a number of good qualities,Wellbeing
qid_cohortcyear10q19c,How much do you agree or disagree with the following statements about you? I am able to do things as well as most other people,Wellbeing
qid_cohortcyear10q19d,How much do you agree or disagree with the following statements about you? I am a person of value,Wellbeing
qid_cohortcyear10q19e,How much do you agree or disagree with the following statements about you? I feel good about myself,Wellbeing
qid_cohortcyear10q20a,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about your school work?","Wellbeing, School and learning "
qid_cohortcyear10q20b,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about the way you look?",Wellbeing
qid_cohortcyear10q20c,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about your family?","Wellbeing, Family, friends and relationships "
qid_cohortcyear10q20d,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about your friends?","Wellbeing, Family, friends and relationships "
qid_cohortcyear10q20e,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about your school overall?","Wellbeing, School and learning "
